objectid,collectionid,cdmid,youtubeid,title,description,creator,date,date-is-approximate,subject,location,latitude,longitude,source,identifier,original_format,format,type,language,rights,rightsstatement
demo_cities617,cities,617,,"Old stagecoach stop. Gibbonsville, Idaho. Version 1.",5 pictures mounted on one mat,,1965,,roads; storefronts; livery,Gibbonsville,45.554779,-113.923302,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-057-1a,3.5x3.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities618,cities,618,,"Old stagecoach stop. Gibbonsville, Idaho. Version 2.",5 pictures mounted on one mat,,1965,,roads; storefronts; livery,Gibbonsville,45.554779,-113.923302,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-057-1b,3.5x3.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities619,cities,619,,"Old stagecoach stop. Gibbonsville, Idaho. Version 3.",5 pictures mounted on one mat,,1965,,roads; storefronts; livery,Gibbonsville,45.554779,-113.923302,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-057-1c,3.5x3.5 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities620,cities,620,,"Horses moving logs by sled. Above Elk River, Idaho on tributary of Clearwater.",,,1918-06-01,y,loggers; horses,Elk River,46.787976,-116.179497,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1a,4.5x7.5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities621,cities,621,,"Cutting timber in about ten feet of snow. Near Hunicker Logging Camp above Elk River, Idaho.",,,1920,,loggers,Elk River,46.78738,-116.180339,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1b,6x8 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities622,cities,622,,"Loggers and living quarters at Hunicker Logging Camp. Near Elk River, Idaho.",Photographer taking pictures for a union (probably I.W.W.),,1920,y,loggers; logging camps,Elk River,46.78788,-116.180388,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1c,6x8 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities623,cities,623,,"Pageant. L-R: Alice McDermond, Nora Nickel, Edna Johnson, Lilia? Shaffer, Irene Evens, Anna Maxey, Mable Sweet?, Bernice Day. Grangeville, Idaho.",,,1935,y,pageants,Grangeville,45.92781,-116.121283,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-117-12a,5x7 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities624,cities,624,,"Aerial view showing artist's conception of flood control project, looking upstream on Portneuf River and Marsh Creek. Pocatello, Idaho.",,,1969,y,aerial photograph; towns,Pocatello,42.885177,-112.475206,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-036-3a,8x10 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities625,cities,625,,"Loggers and living quarters at Hunicker Logging Camp. Near Elk River, Idaho.",,,1920,y,loggers; logging camps,Elk River,46.78799,-116.180399,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1d,6x8 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities626,cities,626,,"Clearing and cottage of timber claim. Basin about 12 miles northeast of Elk River, Idaho.",,,1900,,homesteads,Elk River,46.78777,-116.180377,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1e,6x8 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities627,cities,627,,"Men standing by carpenters shop. Logging camp near Elk River, Idaho.",Box filled with water in day and poured on roads at night to freeze so horses could pull sleds easier,,1920,y,logging camps,Elk River,46.78766,-116.180366,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1f,4.75x6.75 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
demo_cities628,cities,628,,"Small logging mill near Elk River, Idaho.",,,1918,,loggers,Elk River,46.78744,-116.180344,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1h,2.5x3.25 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities629,cities,629,,"Logging near Elk River, Idaho.",Shows hillside covered with fallen trees,,1918,,logging camps,Elk River,46.78755,-116.180355,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-1g,3.25x4.5 black and white print,image/jpg,Image;StillImage,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/
demo_cities630,cities,630,,Hunters with deer above Elk River.,Old-timers in Elk River disagree on identification of men. Taken on either Elk Creek or North Fork of Clearwater,,1930,,hunters,Elk River,46.78722,-116.180322,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-058-2,6.25x8.25 black and white print,image/jpg,Image;StillImage,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/
