title,date,date is approximate?,description,location,latitude,longitude,subject,sub-lcsh,source,identifier,donor,rights,standardized rights,language,publisher,digital collection,date digital,type,format original,format,ordering information,group / city number,image number (within group),filename,oclc number,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,objectid
"Spalding cabin (1837- ). Lapwai, Idaho.",1890,,First house known to be occupied by white family in Idaho.  View towards southeast,Lapwai,46.449433,-116.817756,cabins,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-1a,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white mounted print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,01a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/465,465,517.jp2,/cities/image/517.jp2,demo_cities465
"Spalding cabin (1837- ). Lapwai, Idaho.",1890,y,,Lapwai,46.449422,-116.817722,cabins,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-1b,,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,1b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/466,466,518.jp2,/cities/image/518.jp2,demo_cities466
"Spalding cabin (1837- ). Lapwai, Idaho.",1901,,,Lapwai,46.449411,-116.817711,cabins,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-1c,Miss Crawford,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,3x4.5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,1c,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/467,467,519.jp2,/cities/image/519.jp2,demo_cities467
"Knights of Pythias, Grand Lodge of Idaho. Grangeville, Idaho.",1902-06-30,,"Copy of 5-117-7a, but photo enlarged without names",Grangeville,45.924944,-116.120148,fraternal lodges,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-117-07b,Verna McGrane,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",117,07b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/468,468,52.jp2,/cities/image/52.jp2,demo_cities468
"Spalding cabin (1837- ). Lapwai, Idaho.",1901,,,Lapwai,46.449401,-116.817701,cabins; teepees,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-1d,Sara Annette Bowman Collection,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,5x7 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,1d,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/469,469,520.jp2,/cities/image/520.jp2,demo_cities469
"Spalding cabin (1837- ). Lapwai, Idaho.",1901,y,,Lapwai,46.449444,-116.817744,cabins,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-1e,W.C. Edmundson,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4.75x8 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,1e,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/470,470,521.jp2,/cities/image/521.jp2,demo_cities470
"Gravestone of Reverend Henry Harmon Spalding (1803-1874). Lapwai, Idaho.",1960,y,From files of C.J. Brosnan,Lapwai,46.450422,-116.816622,tombstones,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-2b,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,2.75x4.5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,2b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/471,471,522.jp2,/cities/image/522.jp2,demo_cities471
"Old mission house. Lapwai Mission. Lapwai, Idaho.",1950,y,,Lapwai,46.449496,-116.815988,houses; roads,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-3a,Miss Crawford,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,4x5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,3a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/472,472,523.jp2,/cities/image/523.jp2,demo_cities472
"Millstone from Lapwai Mission. Lapwai, Idaho.",1950,y,,Lapwai,46.449488,-116.815988,makers (monuments),,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-3b,Miss Crawford,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,3.5x4.25 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,3b,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/473,473,524.jp2,/cities/image/524.jp2,demo_cities473
"Panoramic view of Fort Lapwai, Idaho.",1940,y,,Lapwai,46.449477,-116.815977,panoramas; towns,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-4a,,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,8x10 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,4a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/474,474,525.jp2,/cities/image/525.jp2,demo_cities474
"Spalding grave. Lapwai, Idaho.",1960,y,,Lapwai,46.450433,-116.816631,cemeteries; graves,,Photo Group 5  | University of Idaho Library Special Collections & Archives | http://www.lib.uidaho.edu/special-collections/index.html,5-013-2a,Miss Crawford,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,University of Idaho Library Digital Initiatives | http://www.lib.uidaho.edu/digital/,Idaho Cities & Towns Collection - http://www.lib.uidaho.edu/digital/cities/index.html,2011,Image;StillImage,3x4.5 black and white print,image/jpg,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/index.html",013,2a,,,2012-03-15,2014-04-10,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/475,475,526.jp2,/cities/image/526.jp2,demo_cities475
