title,other title,creator,contributor,date,release date,subject,location,region,time period,description,abstract,table of contents,publisher,agency,standard number,rights,rights release,requirements for use,physical characteristics,collection,collection folder,type,language,format original,digital characteristics-a,series,digital collection,format,related items,title replaced by,title replaces,audience,hosted by,metadata creator,url-a,pres file name-m,pres local file path-m,full text,digital creation date-m,digital creator-m,capture tools-m,resolution-m,bit depth-m,security-m,checksum-m,local call number,revision-m,oclc number,date created,date modified,reference url,compound,cdmid,objectid,contentdm file name,full resolution,contentdm file path
Carnegie Library reading room,,,,,,Public libraries--North Carolina; Carnegie libraries; Reading rooms,"Charlotte, Mecklenburg County, North Carolina, United States",,,"Image is 4.5 x 8 inches matted.  Reading room, with excellent period lighting fixtures, stuffed animals, and one caged bird. Multiple photographer and printer notes on back.",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,8 x 10 inches,Public Library History Files. State Library of North Carolina,Mecklenburg County 1 of 6,Image,English,Photographs,17450.632 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_mecklenburg_photo_0001.tif,\Preservation_content\tts\images_master\,,2008-05,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433605517,2008-09-29,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/459,,459,libraryhistory459,460.jp2,Volume37\tts_mecklenburg_photo_0001.tif,/p249901coll36/image/460.jp2
Reading room designed for comfort,,,,,,Public libraries--North Carolina; Reading rooms; Carnegie libraries,"Mecklenburg County, North Carolina, United States",,,Patrons reading in periodical room.,,,Photolab Facilities,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,8 x 10 inches,Public Library History Files. State Library of North Carolina,Mecklenburg County 1 of 6,Image,English,Photographs,6639.037 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,Typed and handwritten label.  Typed: as captioned.  Handwritten: Carnegie Public Library / Charlotte N.C. / Mecklenburg Co.,,,All,State Library of North Carolina,"Case, Steve",,tts_mecklenburg_photo_0002.tif,\Preservation_content\tts\images_master\,,2008-05,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433594285,2008-09-29,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/460,,460,libraryhistory460,461.jp2,Volume37\tts_mecklenburg_photo_0002.tif,/p249901coll36/image/461.jp2
Graham County bookmobile,,,,,,Public libraries--North Carolina; Bookmobiles--North Carolina; Children--North Carolina,"Tapoco, Graham County, North Carolina, United States",Nantahala Regional Library,,"Written on back: ""Tapoca--Graham Co."" One adult and one child pose at the back of the bookmobile.",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,2.5 x 3.5 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,579.445 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0008.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433594290,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/461,,461,libraryhistory461,462.jp2,Volume37\tts_nantahala_photo_0008.tif,/p249901coll36/image/462.jp2
Robbinsville Public Library. New building erected on this site. Winter 1952-1953,,,,1953,,Public libraries--North Carolina;,"Robbinsville, Graham County, North Carolina, United States",Nantahala Regional Library,(1945-1989) Post War/Cold War period,,,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,3.5 x 5.5 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,1203.968 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0001.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433605525,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/462,,462,libraryhistory462,463.jp2,Volume37\tts_nantahala_photo_0001.tif,/p249901coll36/image/463.jp2
Appalachia Library,,,,1942-10,,Public libraries--North Carolina;Reading rooms,"Graham County, North Carolina, United States",Nantahala Regional Library,(1929-1945) Depression and World War Two,"Written on back: ""Apalachia [sic]  Library  Oct. 1942."" Stamped on back: ""Nantahala Regional Library Headquarters  Murphy, North Carolina.""",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,3.5 x 6 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,1975.152 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0002.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433608322,2008-09-30,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/463,,463,libraryhistory463,464.jp2,Volume37\tts_nantahala_photo_0002.tif,/p249901coll36/image/464.jp2
International Mind Alcove. Nantahala Regional Library,,,,,,Public libraries--North Carolina; Libraries--Special collections,"Cherokee County, North Carolina, United States; Clay County, North Carolina, United States; Graham County, North Carolina, United States",Nantahala Regional Library,,"Features an International Mind Alcove which is a collection of books dealing with the daily life, customs, and history of the various foreign peoples. They were placed in libraries in small communities throughout the United States by the Carnegie Endowment.",,,Anglin,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,8 x 10 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,1709.033 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0003.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433594304,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/464,,464,libraryhistory464,465.jp2,Volume37\tts_nantahala_photo_0003.tif,/p249901coll36/image/465.jp2
Carnegie Library (exterior),,,,,,Public libraries--North Carolina; Carnegie libraries,"Andrews, Cherokee County, North Carolina, United States; Graham County, North Carolina, United States",Nantahala Regional Library,,,,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,8 x 10 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,3066.788 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0004.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433594307,2008-09-30,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/465,,465,libraryhistory465,466.jp2,Volume37\tts_nantahala_photo_0004.tif,/p249901coll36/image/466.jp2
Jackson County Public Library (exterior),,,,1952-04,,Public libraries--North Carolina;,"Sylva, Jackson County, North Carolina, United States",Fontana Regional Library; Nantahala Regional Library (historical),(1945-1989) Post War/Cold War period,Storefront entrance to library.,,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,3.5 x 5 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,2819.383 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0005.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433605536,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/466,,466,libraryhistory466,467.jp2,Volume37\tts_nantahala_photo_0005.tif,/p249901coll36/image/467.jp2
Nantahala Public Library (exterior),,,,1955-05,,Public libraries--North Carolina;,"Cherokee County, North Carolina, United States; Clay County, North Carolina, United States; Graham County, North Carolina, United States",Nantahala Regional Library,(1954-1971) Civil Rights era,,,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,4 x 5 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,1773.456 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0006.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433608355,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/467,,467,libraryhistory467,468.jp2,Volume37\tts_nantahala_photo_0006.tif,/p249901coll36/image/468.jp2
Nantahala Regional Library bookmobile (interior),,"Smith, Jim.",,1954,,Public libraries--North Carolina; Bookmobiles--North Carolina,"Cherokee County, North Carolina, United States; Clay County, North Carolina, United States; Graham County, North Carolina, United States",Nantahala Regional Library,(1954-1971) Civil Rights era,"Individuals stand in front of bookmobile. Written on back: ""Mrs. Nancy DeWeese and Mrs. Mabel Rayburn."" Stamped on back: ""Jim Smith  Photographer.""",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,8 x 10 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,1871.995 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0007.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433594315,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/468,,468,libraryhistory468,469.jp2,Volume37\tts_nantahala_photo_0007.tif,/p249901coll36/image/469.jp2
Graham County bookmobile. Rhymer's Ferry,,,,,,Public libraries--North Carolina; Bookmobiles--North Carolina; Children--North Carolina,"Cheoah Lake, Graham County, North Carolina, United States; Tapoco, Graham County, North Carolina, United States",Nantahala Regional Library,,"Written on back: &quot;Aluminum Co. Village for  Tapoca.&quot;  The Aluminum Company Village, also known as the Alcoa Village, was built at the Santeetlah powerhouse, and came to be known as Rhymer's Ferry. From left to right: Margaret Ann Farley (later Orr), Myrtle Amanda Cable Farley, and Anna Mae Toomey stand at the back of an open bookmobile. Toomey was in charge of the bookmobile.",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,2.5 x 3.5 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,537.851 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0009.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433605545,2008-09-30,2014-01-06,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/469,,469,libraryhistory469,470.jp2,Volume37\tts_nantahala_photo_0009.tif,/p249901coll36/image/470.jp2
Graham County bookmobile. Tapoca School,,,,,,Public libraries--North Carolina; Bookmobiles--North Carolina; Schools--North Carolina; Children--North Carolina,"Tapoco, Graham County, North Carolina, United States",Nantahala Regional Library,,"Written on back: ""Nantahala Region Tapoca School -- Graham Co."" One small boy sitting on a bookmobile tailgate.",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,2.5 x 3.5 inches,Public Library History Files. State Library of North Carolina,Nantahala,Image,English,Photographs,690.332 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,,,,All,State Library of North Carolina,"Case, Steve",,tts_nantahala_photo_0010.tif,\Preservation_content\tts\images_master\,,2008-06,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433605547,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/470,,470,libraryhistory470,471.jp2,Volume37\tts_nantahala_photo_0010.tif,/p249901coll36/image/471.jp2
"Thomas Hackney Braswell Memorial Library, exterior view from the front left",,,,1955-07,,Public libraries--North Carolina;,"Rocky Mount, Nash County, North Carolina, United States",,(1954-1971) Civil Rights era,"In photo envelope labeled ""Nash Co.  Bookmobile Services."" Written on back: ""The Thomas Hackney Braswell Memorial Library -- as seen from Braswell Park""",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,3.5 x 3.5 inches,Public Library History Files. State Library of North Carolina,Nash,Image,English,Photographs,9292.03 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,"Part of ""Nash County"" folder. Folder contains 11 photographs, a letter, and a report.",,,All,State Library of North Carolina,"Rudersdorf, Amy",,tts_nash_photo_0001.tif,\Preservation_content\tts\images_master\,,2008-05,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433605550,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/471,,471,libraryhistory471,472.jp2,Volume37\tts_nash_photo_0001.tif,/p249901coll36/image/472.jp2
"Thomas Hackney Braswell Memorial Library, exterior view looking up the path to the front entrance",,,,1955-07,,Public libraries--North Carolina;,"Rocky Mount, Nash County, North Carolina, United States",,(1954-1971) Civil Rights era,"In photo envelope labeled ""Nash Co.  Bookmobile Services."" Written on back: ""The Thomas Hackney Braswell Memorial Library -- Nash County""",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,3.5 x 3.5 inches,Public Library History Files. State Library of North Carolina,Nash,Image,English,Photographs,1214.248 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,"Part of ""Nash County"" folder. Folder contains 11 photographs, a letter, and a report.",,,All,State Library of North Carolina,"Rudersdorf, Amy",,tts_nash_photo_0002.tif,\Preservation_content\tts\images_master\,,2008-05,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433594325,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/472,,472,libraryhistory472,473.jp2,Volume37\tts_nash_photo_0002.tif,/p249901coll36/image/473.jp2
"Thomas Hackney Braswell Memorial Library, exterior view of the side, through the trees",,,,1943-11,,Public libraries--North Carolina;,"Rocky Mount, Nash County, North Carolina, United States",,(1929-1945) Depression and World War Two,"Written on back: ""'Thomas Hackney Braswell Memorial Library -- Rocky Mount, North Carolina  At the request of Mrs. Lillian B. Griggs"" 1920s-era automobile parked in front.""",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,8 x 10 inches,Public Library History Files. State Library of North Carolina,Nash,Image,English,Photographs,1533.409 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,"Part of ""Nash County"" folder. Folder contains 11 photographs, a letter, and a report.",,,All,State Library of North Carolina,"Rudersdorf, Amy",,tts_nash_photo_0003.tif,\Preservation_content\tts\images_master\,,2008-05,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433594330,2008-09-30,2011-08-10,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/473,,473,libraryhistory473,474.jp2,Volume37\tts_nash_photo_0003.tif,/p249901coll36/image/474.jp2
"Bookmobile visits Ferrell's School. Miss Lambert, county librarian, (on left) assists two unidentified girls",,,,1955-07,,Women--North Carolina;Public libraries--North Carolina; Bookmobiles--North Carolina; Public librarians; Schools--North Carolina,"Nash County, North Carolina, United States",,(1954-1971) Civil Rights era,"In photo envelope labeled ""Nash Co.  Bookmobile Services."" Written on back: ""Nash Co -- Ferrell's School  Miss Lambert, county Librarian  on left""",,,,,,"Public Domain see http://digital.ncdcr.gov/u?/p249901coll22,63753",,,5 x 3.5 inches,Public Library History Files. State Library of North Carolina,Nash,Image,English,Photographs,1414.856 KB,,Transforming the Tar Heel State: The Legacy of Public Libraries in North Carolina,image/tiff,"Part of ""Nash County"" folder. Folder contains 11 photographs, a letter, and a report.",,,All,State Library of North Carolina,"Rudersdorf, Amy",,tts_nash_photo_0006.tif,\Preservation_content\tts\images_master\,,2008-05,"Hancock, Tom",Epson Expression 10000XL,600 dpi,24,,,,,433608407,2008-09-30,2011-08-09,http://cdm16062.contentdm.oclc.org/cdm/ref/collection/p249901coll36/id/474,,474,libraryhistory474,475.jp2,,/p249901coll36/image/475.jp2
